city,city_ascii,state_id,state_name,county_fips,county_name
Warrensburg,Warrensburg,MO,Missouri,29101,Johnson
Kihei,Kihei,HI,Hawaii,15009,Maui
Union City,Union City,GA,Georgia,13121,Fulton
Millbrae,Millbrae,CA,California,6081,San Mateo
Florida Ridge,Florida Ridge,FL,Florida,12061,Indian River
Silver Firs,Silver Firs,WA,Washington,53061,Snohomish
Dolton,Dolton,IL,Illinois,17031,Cook
Duncan,Duncan,OK,Oklahoma,40137,Stephens
Brent,Brent,FL,Florida,12033,Escambia
Northfield,Northfield,MN,Minnesota,27131,Rice
Highland,Highland,IN,Indiana,18089,Lake
Sequim,Sequim,WA,Washington,53009,Clallam
Prairie Village,Prairie Village,KS,Kansas,20091,Johnson
Kuna,Kuna,ID,Idaho,16001,Ada
Coralville,Coralville,IA,Iowa,19103,Johnson
Fort Mill,Fort Mill,SC,South Carolina,45091,York
Rose Hill,Rose Hill,VA,Virginia,51059,Fairfax
Hudson,Hudson,OH,Ohio,39153,Summit
Lutz,Lutz,FL,Florida,12057,Hillsborough
Taylors,Taylors,SC,South Carolina,45045,Greenville
Roanoke Rapids,Roanoke Rapids,NC,North Carolina,37083,Halifax
Vega Baja,Vega Baja,PR,Puerto Rico,72145,Vega Baja
Raymore,Raymore,MO,Missouri,29037,Cass
Ensley,Ensley,FL,Florida,12033,Escambia
Fremont,Fremont,OH,Ohio,39143,Sandusky
Mukwonago,Mukwonago,WI,Wisconsin,55133,Waukesha
Watertown,Watertown,SD,South Dakota,46029,Codington
East Patchogue,East Patchogue,NY,New York,36103,Suffolk
Lebanon,Lebanon,OR,Oregon,41043,Linn
Pickerington,Pickerington,OH,Ohio,39045,Fairfield
Lexington,Lexington,SC,South Carolina,45063,Lexington
Arvin,Arvin,CA,California,6029,Kern
Lino Lakes,Lino Lakes,MN,Minnesota,27003,Anoka
Augusta,Augusta,ME,Maine,23011,Kennebec
Milford,Milford,DE,Delaware,10005,Sussex
Shelbyville,Shelbyville,TN,Tennessee,47003,Bedford
Corinth,Corinth,TX,Texas,48121,Denton
Naples,Naples,FL,Florida,12021,Collier
West Carson,West Carson,CA,California,6037,Los Angeles
Maple Heights,Maple Heights,OH,Ohio,39035,Cuyahoga
Lealman,Lealman,FL,Florida,12103,Pinellas
Chester,Chester,VA,Virginia,51041,Chesterfield
Gardner,Gardner,KS,Kansas,20091,Johnson
Union Hill-Novelty Hill,Union Hill-Novelty Hill,WA,Washington,53033,King
Hayesville,Hayesville,OR,Oregon,41047,Marion
Siloam Springs,Siloam Springs,AR,Arkansas,5007,Benton
Piqua,Piqua,OH,Ohio,39109,Miami
Fish Hawk,Fish Hawk,FL,Florida,12057,Hillsborough
Port Hueneme,Port Hueneme,CA,California,6111,Ventura
Lakeside,Lakeside,CA,California,6073,San Diego
Summit,Summit,NJ,New Jersey,34039,Union
Secaucus,Secaucus,NJ,New Jersey,34017,Hudson
Golden Valley,Golden Valley,MN,Minnesota,27053,Hennepin
Jasmine Estates,Jasmine Estates,FL,Florida,12101,Pasco
Mount Vernon,Mount Vernon,OH,Ohio,39083,Knox
Bloomington,Bloomington,CA,California,6071,San Bernardino
Camp Springs,Camp Springs,MD,Maryland,24033,Prince George's
Lennox,Lennox,CA,California,6037,Los Angeles
Roselle,Roselle,NJ,New Jersey,34039,Union
Geneva,Geneva,IL,Illinois,17089,Kane
Sunny Isles Beach,Sunny Isles Beach,FL,Florida,12086,Miami-Dade
Rancho San Diego,Rancho San Diego,CA,California,6073,San Diego
Massapequa,Massapequa,NY,New York,36059,Nassau
Bloomingdale,Bloomingdale,IL,Illinois,17043,DuPage
Shafter,Shafter,CA,California,6029,Kern
Eastmont,Eastmont,WA,Washington,53061,Snohomish
Katy,Katy,TX,Texas,48201,Harris
Brownwood,Brownwood,TX,Texas,48049,Brown
Del City,Del City,OK,Oklahoma,40109,Oklahoma
Jacksonville,Jacksonville,IL,Illinois,17137,Morgan
North Bay Shore,North Bay Shore,NY,New York,36103,Suffolk
Silverdale,Silverdale,WA,Washington,53035,Kitsap
Kapolei,Kapolei,HI,Hawaii,15003,Honolulu
Allendale,Allendale,MI,Michigan,26139,Ottawa
Darien,Darien,IL,Illinois,17043,DuPage
Perrysburg,Perrysburg,OH,Ohio,39173,Wood
Lewistown,Lewistown,PA,Pennsylvania,42087,Mifflin
Hamtramck,Hamtramck,MI,Michigan,26163,Wayne
La Porte,La Porte,IN,Indiana,18091,LaPorte
Clarksville,Clarksville,IN,Indiana,18019,Clark
New Castle,New Castle,IN,Indiana,18065,Henry
Bellview,Bellview,FL,Florida,12033,Escambia
Biddeford,Biddeford,ME,Maine,23031,York
McNair,McNair,VA,Virginia,51059,Fairfax
Villa Park,Villa Park,IL,Illinois,17043,DuPage
Fernley,Fernley,NV,Nevada,32019,Lyon
Elkridge,Elkridge,MD,Maryland,24027,Howard
Mukilteo,Mukilteo,WA,Washington,53061,Snohomish
Atoka,Atoka,TN,Tennessee,47167,Tipton
Prichard,Prichard,AL,Alabama,1097,Mobile
Hays,Hays,KS,Kansas,20051,Ellis
Birmingham,Birmingham,MI,Michigan,26125,Oakland
Easley,Easley,SC,South Carolina,45077,Pickens
Brambleton,Brambleton,VA,Virginia,51107,Loudoun
Mountlake Terrace,Mountlake Terrace,WA,Washington,53061,Snohomish
Ramona,Ramona,CA,California,6073,San Diego
Owosso,Owosso,MI,Michigan,26155,Shiawassee
King of Prussia,King of Prussia,PA,Pennsylvania,42091,Montgomery
DeBary,DeBary,FL,Florida,12127,Volusia
Eustis,Eustis,FL,Florida,12069,Lake
South Euclid,South Euclid,OH,Ohio,39035,Cuyahoga
South Holland,South Holland,IL,Illinois,17031,Cook
Palm Valley,Palm Valley,FL,Florida,12109,St. Johns
North Plainfield,North Plainfield,NJ,New Jersey,34035,Somerset
Ashland,Ashland,OR,Oregon,41029,Jackson
Sapulpa,Sapulpa,OK,Oklahoma,40037,Creek
Duarte,Duarte,CA,California,6037,Los Angeles
Marietta,Marietta,OH,Ohio,39167,Washington
Battle Ground,Battle Ground,WA,Washington,53011,Clark
Stephenville,Stephenville,TX,Texas,48143,Erath
Amsterdam,Amsterdam,NY,New York,36057,Montgomery
Oxford,Oxford,AL,Alabama,1015,Calhoun
Park Forest,Park Forest,IL,Illinois,17031,Cook
Evans,Evans,CO,Colorado,8123,Weld
Alexandria,Alexandria,MN,Minnesota,27041,Douglas
Fort Atkinson,Fort Atkinson,WI,Wisconsin,55055,Jefferson
Hazel Dell,Hazel Dell,WA,Washington,53011,Clark
Carrboro,Carrboro,NC,North Carolina,37135,Orange
Bardstown,Bardstown,KY,Kentucky,21179,Nelson
East Ridge,East Ridge,TN,Tennessee,47065,Hamilton
Elko,Elko,NV,Nevada,32007,Elko
Covington,Covington,WA,Washington,53033,King
Gaffney,Gaffney,SC,South Carolina,45021,Cherokee
Sun Valley,Sun Valley,NV,Nevada,32031,Washoe
Sidney,Sidney,OH,Ohio,39149,Shelby
Bonney Lake,Bonney Lake,WA,Washington,53053,Pierce
Dickinson,Dickinson,TX,Texas,48167,Galveston
Martha Lake,Martha Lake,WA,Washington,53061,Snohomish
Bothell West,Bothell West,WA,Washington,53061,Snohomish
Arnold,Arnold,MO,Missouri,29099,Jefferson
Ballenger Creek,Ballenger Creek,MD,Maryland,24021,Frederick
Rolla,Rolla,MO,Missouri,29161,Phelps
West Pensacola,West Pensacola,FL,Florida,12033,Escambia
Harvey,Harvey,LA,Louisiana,22051,Jefferson
Johnstown,Johnstown,CO,Colorado,8123,Weld
Cockeysville,Cockeysville,MD,Maryland,24005,Baltimore
Pleasant Prairie,Pleasant Prairie,WI,Wisconsin,55059,Kenosha
Shelbyville,Shelbyville,IN,Indiana,18145,Shelby
Sweetwater,Sweetwater,FL,Florida,12086,Miami-Dade
St. Andrews,St. Andrews,SC,South Carolina,45079,Richland
Milwaukie,Milwaukie,OR,Oregon,41005,Clackamas
Bryant,Bryant,AR,Arkansas,5125,Saline
Salmon Creek,Salmon Creek,WA,Washington,53011,Clark
Kill Devil Hills,Kill Devil Hills,NC,North Carolina,37055,Dare
North Salt Lake,North Salt Lake,UT,Utah,49011,Davis
Apollo Beach,Apollo Beach,FL,Florida,12057,Hillsborough
Guayama,Guayama,PR,Puerto Rico,72057,Guayama
Cornelia,Cornelia,GA,Georgia,13137,Habersham
Suwanee,Suwanee,GA,Georgia,13135,Gwinnett
New Hope,New Hope,MN,Minnesota,27053,Hennepin
Wade Hampton,Wade Hampton,SC,South Carolina,45045,Greenville
Green Valley,Green Valley,AZ,Arizona,4019,Pima
Mill Creek,Mill Creek,WA,Washington,53061,Snohomish
Universal City,Universal City,TX,Texas,48029,Bexar
Montclair,Montclair,VA,Virginia,51153,Prince William
Lorton,Lorton,VA,Virginia,51059,Fairfax
Clemmons,Clemmons,NC,North Carolina,37067,Forsyth
Rosamond,Rosamond,CA,California,6029,Kern
Bear,Bear,DE,Delaware,10003,New Castle
Dyersburg,Dyersburg,TN,Tennessee,47045,Dyer
Oneida,Oneida,NY,New York,36053,Madison
Hunters Creek,Hunters Creek,FL,Florida,12095,Orange
Holiday,Holiday,FL,Florida,12101,Pasco
Louisville,Louisville,CO,Colorado,8013,Boulder
Dixon,Dixon,CA,California,6095,Solano
Murray,Murray,KY,Kentucky,21035,Calloway
Golden,Golden,CO,Colorado,8059,Jefferson
Olean,Olean,NY,New York,36009,Cattaraugus
Clifton,Clifton,CO,Colorado,8077,Mesa
Grayslake,Grayslake,IL,Illinois,17097,Lake
North Bellmore,North Bellmore,NY,New York,36059,Nassau
Palisades Park,Palisades Park,NJ,New Jersey,34003,Bergen
South Milwaukee,South Milwaukee,WI,Wisconsin,55079,Milwaukee
Gardner,Gardner,MA,Massachusetts,25027,Worcester
Havelock,Havelock,NC,North Carolina,37049,Craven
Lake Ronkonkoma,Lake Ronkonkoma,NY,New York,36103,Suffolk
Lebanon,Lebanon,OH,Ohio,39165,Warren
East Moline,East Moline,IL,Illinois,17161,Rock Island
Norwalk,Norwalk,OH,Ohio,39077,Huron
Yorkville,Yorkville,IL,Illinois,17093,Kendall
Logansport,Logansport,IN,Indiana,18017,Cass
Dublin,Dublin,GA,Georgia,13175,Laurens
North Ogden,North Ogden,UT,Utah,49057,Weber
South El Monte,South El Monte,CA,California,6037,Los Angeles
Lynn Haven,Lynn Haven,FL,Florida,12005,Bay
Ferguson,Ferguson,MO,Missouri,29189,St. Louis
Arlington,Arlington,WA,Washington,53061,Snohomish
Willmar,Willmar,MN,Minnesota,27067,Kandiyohi
Alice,Alice,TX,Texas,48249,Jim Wells
Swansboro,Swansboro,NC,North Carolina,37133,Onslow
Murphy,Murphy,TX,Texas,48085,Collin
Culpeper,Culpeper,VA,Virginia,51047,Culpeper
Ozark,Ozark,MO,Missouri,29043,Christian
American Canyon,American Canyon,CA,California,6055,Napa
Papillion,Papillion,NE,Nebraska,31153,Sarpy
The Dalles,The Dalles,OR,Oregon,41065,Wasco
Columbia Heights,Columbia Heights,MN,Minnesota,27003,Anoka
Barre,Barre,VT,Vermont,50023,Washington
Amherst Center,Amherst Center,MA,Massachusetts,25015,Hampshire
Crest Hill,Crest Hill,IL,Illinois,17197,Will
Punta Gorda,Punta Gorda,FL,Florida,12015,Charlotte
Neabsco,Neabsco,VA,Virginia,51153,Prince William
Newton,Newton,KS,Kansas,20079,Harvey
Poplar Bluff,Poplar Bluff,MO,Missouri,29023,Butler
Ennis,Ennis,TX,Texas,48139,Ellis
Tukwila,Tukwila,WA,Washington,53033,King
Prunedale,Prunedale,CA,California,6053,Monterey
Lomita,Lomita,CA,California,6037,Los Angeles
Payson,Payson,UT,Utah,49049,Utah
Mountain Brook,Mountain Brook,AL,Alabama,1073,Jefferson
Glassboro,Glassboro,NJ,New Jersey,34015,Gloucester
Bayshore Gardens,Bayshore Gardens,FL,Florida,12081,Manatee
Ashland,Ashland,OH,Ohio,39005,Ashland
Shelton,Shelton,WA,Washington,53045,Mason
Shenandoah,Shenandoah,LA,Louisiana,22033,East Baton Rouge
Cherry Hill,Cherry Hill,VA,Virginia,51153,Prince William
Henderson,Henderson,NC,North Carolina,37181,Vance
Linda,Linda,CA,California,6115,Yuba
Agoura Hills,Agoura Hills,CA,California,6037,Los Angeles
East Hemet,East Hemet,CA,California,6065,Riverside
Libertyville,Libertyville,IL,Illinois,17097,Lake
Durango,Durango,CO,Colorado,8067,La Plata
East Northport,East Northport,NY,New York,36103,Suffolk
Howard,Howard,WI,Wisconsin,55009,Brown
Monmouth,Monmouth,OR,Oregon,41053,Polk
Ypsilanti,Ypsilanti,MI,Michigan,26161,Washtenaw
Mokena,Mokena,IL,Illinois,17197,Will
Pleasantville,Pleasantville,NJ,New Jersey,34001,Atlantic
Affton,Affton,MO,Missouri,29189,St. Louis
Bartow,Bartow,FL,Florida,12105,Polk
Ashland,Ashland,KY,Kentucky,21019,Boyd
Mead Valley,Mead Valley,CA,California,6065,Riverside
Miamisburg,Miamisburg,OH,Ohio,39113,Montgomery
Merrick,Merrick,NY,New York,36059,Nassau
Charleston,Charleston,IL,Illinois,17029,Coles
Germantown,Germantown,WI,Wisconsin,55131,Washington
Escanaba,Escanaba,MI,Michigan,26041,Delta
Selden,Selden,NY,New York,36103,Suffolk
Bayou Cane,Bayou Cane,LA,Louisiana,22109,Terrebonne
Mililani Mauka,Mililani Mauka,HI,Hawaii,15003,Honolulu
Snellville,Snellville,GA,Georgia,13135,Gwinnett
Sulphur,Sulphur,LA,Louisiana,22019,Calcasieu
Harrison,Harrison,NJ,New Jersey,34017,Hudson
South St. Paul,South St. Paul,MN,Minnesota,27037,Dakota
Oregon,Oregon,OH,Ohio,39095,Lucas
Middleton,Middleton,WI,Wisconsin,55025,Dane
Ferndale,Ferndale,MI,Michigan,26125,Oakland
West Chester,West Chester,PA,Pennsylvania,42029,Chester
Forest Park,Forest Park,GA,Georgia,13063,Clayton
La Cañada Flintridge,La Canada Flintridge,CA,California,6037,Los Angeles
Hauppauge,Hauppauge,NY,New York,36103,Suffolk
Safford,Safford,AZ,Arizona,4009,Graham
Rocky River,Rocky River,OH,Ohio,39035,Cuyahoga
South San Jose Hills,South San Jose Hills,CA,California,6037,Los Angeles
Elmwood Park,Elmwood Park,NJ,New Jersey,34003,Bergen
El Reno,El Reno,OK,Oklahoma,40017,Canadian
Saco,Saco,ME,Maine,23031,York
Fairwood,Fairwood,WA,Washington,53033,King
Greenwood,Greenwood,MS,Mississippi,28083,Leflore
West St. Paul,West St. Paul,MN,Minnesota,27037,Dakota
Valley,Valley,AL,Alabama,1017,Chambers
Orinda,Orinda,CA,California,6013,Contra Costa
Helena,Helena,AL,Alabama,1117,Shelby
Cullman,Cullman,AL,Alabama,1043,Cullman
Alamo,Alamo,TX,Texas,48215,Hidalgo
Sand Springs,Sand Springs,OK,Oklahoma,40143,Tulsa
Vernal,Vernal,UT,Utah,49047,Uintah
Laurinburg,Laurinburg,NC,North Carolina,37165,Scotland
Painesville,Painesville,OH,Ohio,39085,Lake
Sherwood,Sherwood,OR,Oregon,41067,Washington
Lake Zurich,Lake Zurich,IL,Illinois,17097,Lake
West Hempstead,West Hempstead,NY,New York,36059,Nassau
Rosedale,Rosedale,MD,Maryland,24005,Baltimore
Ottawa,Ottawa,IL,Illinois,17099,LaSalle
Meadowbrook,Meadowbrook,VA,Virginia,51041,Chesterfield
Casa de Oro-Mount Helix,Casa de Oro-Mount Helix,CA,California,6073,San Diego
Lake Shore,Lake Shore,MD,Maryland,24003,Anne Arundel
Parma Heights,Parma Heights,OH,Ohio,39035,Cuyahoga
Old Jamestown,Old Jamestown,MO,Missouri,29189,St. Louis
Norwood,Norwood,OH,Ohio,39061,Hamilton
Monroe,Monroe,WA,Washington,53061,Snohomish
Selma,Selma,AL,Alabama,1047,Dallas
Makakilo,Makakilo,HI,Hawaii,15003,Honolulu
Tahlequah,Tahlequah,OK,Oklahoma,40021,Cherokee
Brockport,Brockport,NY,New York,36055,Monroe
Rockport,Rockport,TX,Texas,48007,Aransas
Mesquite,Mesquite,NV,Nevada,32003,Clark
Franconia,Franconia,VA,Virginia,51059,Fairfax
Front Royal,Front Royal,VA,Virginia,51187,Warren
West Mifflin,West Mifflin,PA,Pennsylvania,42003,Allegheny
Albany,Albany,CA,California,6001,Alameda
La Crescenta-Montrose,La Crescenta-Montrose,CA,California,6037,Los Angeles
Somerton,Somerton,AZ,Arizona,4027,Yuma
Blythe,Blythe,CA,California,6065,Riverside
Horizon City,Horizon City,TX,Texas,48141,El Paso
Montgomery,Montgomery,IL,Illinois,17089,Kane
Stillwater,Stillwater,MN,Minnesota,27163,Washington
Eloy,Eloy,AZ,Arizona,4021,Pinal
Brigham City,Brigham City,UT,Utah,49003,Box Elder
Murrysville,Murrysville,PA,Pennsylvania,42129,Westmoreland
Brainerd,Brainerd,MN,Minnesota,27035,Crow Wing
Rio Rico,Rio Rico,AZ,Arizona,4023,Santa Cruz
Central Falls,Central Falls,RI,Rhode Island,44007,Providence
Haslett,Haslett,MI,Michigan,26065,Ingham
Tullahoma,Tullahoma,TN,Tennessee,47031,Coffee
Baldwin,Baldwin,PA,Pennsylvania,42003,Allegheny
Anna,Anna,TX,Texas,48085,Collin
Danville,Danville,KY,Kentucky,21021,Boyle
Langley Park,Langley Park,MD,Maryland,24033,Prince George's
South Burlington,South Burlington,VT,Vermont,50007,Chittenden
North Liberty,North Liberty,IA,Iowa,19103,Johnson
Lake Butler,Lake Butler,FL,Florida,12095,Orange
Schofield Barracks,Schofield Barracks,HI,Hawaii,15003,Honolulu
Vincennes,Vincennes,IN,Indiana,18083,Knox
Sienna Plantation,Sienna Plantation,TX,Texas,48157,Fort Bend
Holtsville,Holtsville,NY,New York,36103,Suffolk
Abbeville,Abbeville,LA,Louisiana,22113,Vermilion
Bourbonnais,Bourbonnais,IL,Illinois,17091,Kankakee
Syosset,Syosset,NY,New York,36059,Nassau
Matteson,Matteson,IL,Illinois,17031,Cook
Lynbrook,Lynbrook,NY,New York,36059,Nassau
Lake Forest,Lake Forest,IL,Illinois,17097,Lake
Angleton,Angleton,TX,Texas,48039,Brazoria
Castaic,Castaic,CA,California,6037,Los Angeles
Canby,Canby,OR,Oregon,41005,Clackamas
Wendell,Wendell,NC,North Carolina,37183,Wake
Frankfort,Frankfort,IL,Illinois,17197,Will
Laconia,Laconia,NH,New Hampshire,33001,Belknap
Silverthorne,Silverthorne,CO,Colorado,8117,Summit
Altamont,Altamont,OR,Oregon,41035,Klamath
Sheridan,Sheridan,WY,Wyoming,56033,Sheridan
Hermosa Beach,Hermosa Beach,CA,California,6037,Los Angeles
Durant,Durant,OK,Oklahoma,40013,Bryan
Sylvania,Sylvania,OH,Ohio,39095,Lucas
Corning,Corning,NY,New York,36101,Steuben
Arbutus,Arbutus,MD,Maryland,24005,Baltimore
White Oak,White Oak,OH,Ohio,39061,Hamilton
Morristown,Morristown,NJ,New Jersey,34027,Morris
Pinole,Pinole,CA,California,6013,Contra Costa
Erlanger,Erlanger,KY,Kentucky,21117,Kenton
Altoona,Altoona,IA,Iowa,19153,Polk
Bethany,Bethany,OK,Oklahoma,40109,Oklahoma
Sherrelwood,Sherrelwood,CO,Colorado,8001,Adams
Mineola,Mineola,NY,New York,36059,Nassau
Carlisle,Carlisle,PA,Pennsylvania,42041,Cumberland
Stevenson Ranch,Stevenson Ranch,CA,California,6037,Los Angeles
Highland,Highland,UT,Utah,49049,Utah
Liberal,Liberal,KS,Kansas,20175,Seward
Cameron Park,Cameron Park,CA,California,6017,El Dorado
Pinecrest,Pinecrest,FL,Florida,12086,Miami-Dade
Evergreen Park,Evergreen Park,IL,Illinois,17031,Cook
Tiffin,Tiffin,OH,Ohio,39147,Seneca
Mount Airy,Mount Airy,NC,North Carolina,37171,Surry
Broadview Heights,Broadview Heights,OH,Ohio,39035,Cuyahoga
Westbrook,Westbrook,ME,Maine,23005,Cumberland
Red Bluff,Red Bluff,CA,California,6103,Tehama
Arcadia,Arcadia,FL,Florida,12027,DeSoto
White Oak,White Oak,MD,Maryland,24031,Montgomery
Fox Crossing,Fox Crossing,WI,Wisconsin,55139,Winnebago
McKeesport,McKeesport,PA,Pennsylvania,42003,Allegheny
Bellaire,Bellaire,TX,Texas,48201,Harris
Troy,Troy,AL,Alabama,1109,Pike
Onalaska,Onalaska,WI,Wisconsin,55063,La Crosse
Lexington,Lexington,NC,North Carolina,37057,Davidson
Springboro,Springboro,OH,Ohio,39165,Warren
Whitehall,Whitehall,OH,Ohio,39049,Franklin
Sartell,Sartell,MN,Minnesota,27145,Stearns
Badger,Badger,AK,Alaska,2090,Fairbanks North Star
Five Corners,Five Corners,WA,Washington,53011,Clark
McAlester,McAlester,OK,Oklahoma,40121,Pittsburg
La Follette,La Follette,TN,Tennessee,47013,Campbell
Terrell,Terrell,TX,Texas,48257,Kaufman
Natchitoches,Natchitoches,LA,Louisiana,22069,Natchitoches
Twinsburg,Twinsburg,OH,Ohio,39153,Summit
Central Point,Central Point,OR,Oregon,41029,Jackson
Seminole,Seminole,FL,Florida,12103,Pinellas
Coldwater,Coldwater,MI,Michigan,26023,Branch
St. John,St. John,IN,Indiana,18089,Lake
Point Pleasant,Point Pleasant,NJ,New Jersey,34029,Ocean
Grandview,Grandview,WA,Washington,53077,Yakima
Marshfield,Marshfield,WI,Wisconsin,55141,Wood
Hawthorne,Hawthorne,NJ,New Jersey,34031,Passaic
Cimarron Hills,Cimarron Hills,CO,Colorado,8041,El Paso
Alsip,Alsip,IL,Illinois,17031,Cook
Avon,Avon,IN,Indiana,18063,Hendricks
Homewood,Homewood,IL,Illinois,17031,Cook
Port Isabel,Port Isabel,TX,Texas,48061,Cameron
Bellwood,Bellwood,IL,Illinois,17031,Cook
Marinette,Marinette,WI,Wisconsin,55075,Marinette
Bay City,Bay City,TX,Texas,48321,Matagorda
North Valley Stream,North Valley Stream,NY,New York,36059,Nassau
Ansonia,Ansonia,CT,Connecticut,9009,New Haven
Deerfield,Deerfield,IL,Illinois,17097,Lake
Westminster,Westminster,MD,Maryland,24013,Carroll
Creve Coeur,Creve Coeur,MO,Missouri,29189,St. Louis
Seabrook,Seabrook,MD,Maryland,24033,Prince George's
Berea,Berea,OH,Ohio,39035,Cuyahoga
Cocoa,Cocoa,FL,Florida,12009,Brevard
Moultrie,Moultrie,GA,Georgia,13071,Colquitt
Avenel,Avenel,NJ,New Jersey,34023,Middlesex
Forest Park,Forest Park,OH,Ohio,39061,Hamilton
Sudley,Sudley,VA,Virginia,51153,Prince William
Anacortes,Anacortes,WA,Washington,53057,Skagit
Winthrop,Winthrop,MA,Massachusetts,25025,Suffolk
Rancho Mirage,Rancho Mirage,CA,California,6065,Riverside
Gibsonton,Gibsonton,FL,Florida,12057,Hillsborough
Lynden,Lynden,WA,Washington,53073,Whatcom
North Massapequa,North Massapequa,NY,New York,36059,Nassau
Gautier,Gautier,MS,Mississippi,28059,Jackson
Mayfield Heights,Mayfield Heights,OH,Ohio,39035,Cuyahoga
Breaux Bridge,Breaux Bridge,LA,Louisiana,22099,St. Martin
Hopkins,Hopkins,MN,Minnesota,27053,Hennepin
Defiance,Defiance,OH,Ohio,39039,Defiance
Iron Mountain,Iron Mountain,MI,Michigan,26043,Dickinson
Berea,Berea,KY,Kentucky,21151,Madison
Altus,Altus,OK,Oklahoma,40065,Jackson
Bryn Mawr-Skyway,Bryn Mawr-Skyway,WA,Washington,53033,King
Uvalde,Uvalde,TX,Texas,48463,Uvalde
Brushy Creek,Brushy Creek,TX,Texas,48491,Williamson
Brook Park,Brook Park,OH,Ohio,39035,Cuyahoga
North Amityville,North Amityville,NY,New York,36103,Suffolk
Wallingford Center,Wallingford Center,CT,Connecticut,9009,New Haven
Sunnyside,Sunnyside,WA,Washington,53077,Yakima
World Golf Village,World Golf Village,FL,Florida,12109,St. Johns
Sycamore,Sycamore,IL,Illinois,17037,DeKalb
Franklin Farm,Franklin Farm,VA,Virginia,51059,Fairfax
Chowchilla,Chowchilla,CA,California,6039,Madera
Brookfield,Brookfield,IL,Illinois,17031,Cook
Ronkonkoma,Ronkonkoma,NY,New York,36103,Suffolk
Rutherford,Rutherford,NJ,New Jersey,34003,Bergen
Merrifield,Merrifield,VA,Virginia,51059,Fairfax
Newburyport,Newburyport,MA,Massachusetts,25009,Essex
Idylwood,Idylwood,VA,Virginia,51059,Fairfax
Kilgore,Kilgore,TX,Texas,48183,Gregg
Radford,Radford,VA,Virginia,51750,Radford
Palestine,Palestine,TX,Texas,48001,Anderson
Crawfordsville,Crawfordsville,IN,Indiana,18107,Montgomery
Springfield,Springfield,TN,Tennessee,47147,Robertson
Boerne,Boerne,TX,Texas,48259,Kendall
Hyattsville,Hyattsville,MD,Maryland,24033,Prince George's
Lake Placid,Lake Placid,FL,Florida,12055,Highlands
St. Michael,St. Michael,MN,Minnesota,27171,Wright
Maumelle,Maumelle,AR,Arkansas,5119,Pulaski
Niles,Niles,OH,Ohio,39155,Trumbull
Iselin,Iselin,NJ,New Jersey,34023,Middlesex
Menomonie,Menomonie,WI,Wisconsin,55033,Dunn
Trenton,Trenton,MI,Michigan,26163,Wayne
Rutland,Rutland,VT,Vermont,50021,Rutland
Imperial,Imperial,CA,California,6025,Imperial
Orange,Orange,TX,Texas,48361,Orange
Otsego,Otsego,MN,Minnesota,27171,Wright
Madison,Madison,IN,Indiana,18077,Jefferson
St. Matthews,St. Matthews,KY,Kentucky,21111,Jefferson
Alton,Alton,TX,Texas,48215,Hidalgo
Cudahy,Cudahy,WI,Wisconsin,55079,Milwaukee
Round Lake,Round Lake,IL,Illinois,17097,Lake
Oxon Hill,Oxon Hill,MD,Maryland,24033,Prince George's
Manchester,Manchester,MO,Missouri,29189,St. Louis
Beeville,Beeville,TX,Texas,48025,Bee
Cary,Cary,IL,Illinois,17111,McHenry
North Wilkesboro,North Wilkesboro,NC,North Carolina,37193,Wilkes
North Aurora,North Aurora,IL,Illinois,17089,Kane
Lithia Springs,Lithia Springs,GA,Georgia,13097,Douglas
Bon Air,Bon Air,VA,Virginia,51041,Chesterfield
Bensenville,Bensenville,IL,Illinois,17043,DuPage
Eastlake,Eastlake,OH,Ohio,39085,Lake
Beaver Dam,Beaver Dam,WI,Wisconsin,55027,Dodge
Safety Harbor,Safety Harbor,FL,Florida,12103,Pinellas
Mattoon,Mattoon,IL,Illinois,17029,Coles
Macomb,Macomb,IL,Illinois,17109,McDonough
North Druid Hills,North Druid Hills,GA,Georgia,13089,DeKalb
West Columbia,West Columbia,SC,South Carolina,45063,Lexington
Fayetteville,Fayetteville,GA,Georgia,13113,Fayette
Sunland Park,Sunland Park,NM,New Mexico,35013,Doña Ana
Estelle,Estelle,LA,Louisiana,22051,Jefferson
Mountain House,Mountain House,CA,California,6077,San Joaquin
San Carlos Park,San Carlos Park,FL,Florida,12071,Lee
Zachary,Zachary,LA,Louisiana,22033,East Baton Rouge
Kingsland,Kingsland,GA,Georgia,13039,Camden
Marco Island,Marco Island,FL,Florida,12021,Collier
Huntington,Huntington,IN,Indiana,18069,Huntington
Ingleside,Ingleside,TX,Texas,48409,San Patricio
Humacao,Humacao,PR,Puerto Rico,72069,Humacao
Wantagh,Wantagh,NY,New York,36059,Nassau
Lenoir,Lenoir,NC,North Carolina,37027,Caldwell
Concord,Concord,MO,Missouri,29189,St. Louis
Easton,Easton,MD,Maryland,24041,Talbot
Burke Centre,Burke Centre,VA,Virginia,51059,Fairfax
Perry,Perry,GA,Georgia,13153,Houston
Hannibal,Hannibal,MO,Missouri,29127,Marion
Menasha,Menasha,WI,Wisconsin,55139,Winnebago
Oak Grove,Oak Grove,OR,Oregon,41005,Clackamas
Scarsdale,Scarsdale,NY,New York,36119,Westchester
Brenham,Brenham,TX,Texas,48477,Washington
Ocean Springs,Ocean Springs,MS,Mississippi,28059,Jackson
